timestamp,scale_used,mean_pairwise_rel,variance_anchors,range_rel,gap_system_to_now_rel,n_anchors,P_now,i,vbt_rolling_return_std,atr_14,mean_abs_pairwise,mean_pairwise_per_atr,gpr_cohort_inter_rel,gpr_cohort_intra_rel,p_system,predictor_prices,compression_mean_pairwise,fold
2026-04-12 05:00:00+00:00,71710.2,0.0030000000000000564,11570.293764090437,0.0030000000000000564,0.0,2.0,71710.2,28.0,0.009208103991188795,408.92774146300104,215.13060000000405,0.5260846310654829,0.0030000000000000564,,71710.2,"{'eth_beta_pair_1d': 71817.7653, 'war_news_fwd_4h': 71602.6347}",1.0000000000000147,0
2026-04-12 06:00:00+00:00,71668.01000000001,0.0029999999999999498,11556.68322905984,0.0029999999999999498,2.0304617399543883e-16,2.0,71668.01,29.0,0.00241168410316518,388.25861707278654,215.00402999999642,0.5537649920586045,0.0029999999999999498,,71668.01000000001,"{'eth_beta_pair_1d': 71775.512015, 'war_news_fwd_4h': 71560.507985}",0.9999999999999645,0
2026-04-12 07:00:00+00:00,71665.0,0.002999999999999935,11555.7125062495,0.002999999999999935,0.0,2.0,71665.0,30.0,0.002249369127191955,371.86443013901544,214.99499999999534,0.5781542480941858,0.002999999999999935,,71665.0,"{'eth_beta_pair_1d': 71772.4975, 'war_news_fwd_4h': 71557.5025}",0.9999999999999951,0
2026-04-12 08:00:00+00:00,71629.21000000002,0.0029999999999999636,11544.17338175395,0.0029999999999999636,2.0315615973381317e-16,2.0,71629.21,31.0,0.0019557768388296726,360.3633994148005,214.88762999999744,0.5963081443591571,0.0029999999999999636,,71629.21000000002,"{'eth_beta_pair_1d': 71736.65381500001, 'war_news_fwd_4h': 71521.76618500001}",1.0000000000000095,0
2026-04-12 09:00:00+00:00,71531.94,0.0030000000000000317,11512.841490368344,0.0030000000000000317,0.0,2.0,71531.94,32.0,0.0018639056320839196,344.94887088517174,214.59582000000228,0.622109066335915,0.0030000000000000317,,71531.94,"{'eth_beta_pair_1d': 71639.23791000001, 'war_news_fwd_4h': 71424.64209000001}",1.0000000000000226,0
2026-04-12 10:00:00+00:00,71452.89000000001,0.0030000000000000196,11487.40985104238,0.0030000000000000196,2.0365747597286616e-16,2.0,71452.89,33.0,0.0005198492415370013,343.52109439337426,214.35867000000144,0.6240043872081235,0.0030000000000000196,,71452.89000000001,"{'eth_beta_pair_1d': 71560.06933500001, 'war_news_fwd_4h': 71345.710665}",0.999999999999996,0
2026-04-12 11:00:00+00:00,71468.55,0.0030000000000000083,11492.44568798069,0.0030000000000000083,0.0,2.0,71468.55,34.0,0.0006732265030633954,329.2374447938467,214.4056500000006,0.6512189102131185,0.0030000000000000083,,71468.55,"{'eth_beta_pair_1d': 71575.752825, 'war_news_fwd_4h': 71361.347175}",0.9999999999999962,0
2026-04-12 12:00:00+00:00,71084.01,0.0030000000000000465,11369.107074780575,0.0030000000000000465,0.0,2.0,71084.01,35.0,0.0021859581768529862,335.903341594286,213.2520300000033,0.6348612936919674,0.0030000000000000465,,71084.01,"{'eth_beta_pair_1d': 71190.636015, 'war_news_fwd_4h': 70977.383985}",1.0000000000000127,0
2026-04-12 13:00:00+00:00,70889.42,0.0030000000000000825,11306.94720285752,0.0030000000000000825,0.0,2.0,70889.42,36.0,0.0021262357893333094,331.8538171946936,212.66826000000583,0.6408492202915858,0.0030000000000000825,,70889.42,"{'eth_beta_pair_1d': 70995.75413, 'war_news_fwd_4h': 70783.08587}",1.000000000000012,0
2026-04-12 14:00:00+00:00,70748.34,0.00300000000000003,11261.987128700324,0.00300000000000003,0.0,2.0,70748.34,37.0,0.0020916474723228985,336.2056873950726,212.2450200000021,0.6312951504315116,0.00300000000000003,,70748.34,"{'eth_beta_pair_1d': 70854.46251, 'war_news_fwd_4h': 70642.21749}",0.9999999999999825,0
2026-04-12 15:00:00+00:00,70892.03,0.0029999999999999094,11307.779814421341,0.0029999999999999094,0.0,2.0,70892.03,38.0,0.0028384893571784934,335.6145668668526,212.67608999999356,0.6336914752701063,0.0029999999999999094,,70892.03,"{'eth_beta_pair_1d': 70998.368045, 'war_news_fwd_4h': 70785.691955}",0.9999999999999598,0
2026-04-12 16:00:00+00:00,70936.27000000002,0.0030000000000000313,11321.897403404266,0.0030000000000000313,2.0514068794943473e-16,2.0,70936.27,39.0,0.002907289423864038,321.532097804934,212.80881000000227,0.6618586805262235,0.0030000000000000313,,70936.27000000002,"{'eth_beta_pair_1d': 71042.67440500001, 'war_news_fwd_4h': 70829.86559500001}",1.0000000000000406,0
2026-04-12 17:00:00+00:00,71140.51000000001,0.0030000000000000963,11387.18736688596,0.0030000000000000963,2.045517417343065e-16,2.0,71140.51,40.0,0.0024560366398112435,320.1369479617244,213.4215300000069,0.6666569771431806,0.0030000000000000963,,71140.51000000001,"{'eth_beta_pair_1d': 71247.220765, 'war_news_fwd_4h': 71033.799235}",1.0000000000000218,0
2026-04-12 18:00:00+00:00,71137.64,0.003000000000000035,11386.268605731866,0.003000000000000035,0.0,2.0,71137.64,41.0,0.0018915094775004662,308.5471659644587,213.4129200000025,0.6916703296655311,0.003000000000000035,,71137.64,"{'eth_beta_pair_1d': 71244.34646, 'war_news_fwd_4h': 71030.93354}",0.9999999999999796,0
2026-04-12 19:00:00+00:00,71084.18,0.0030000000000000187,11369.16145411304,0.0030000000000000187,0.0,2.0,71084.18,42.0,0.0014893379908762741,296.7809398241407,213.25254000000132,0.7185520071685377,0.0030000000000000187,,71084.18,"{'eth_beta_pair_1d': 71190.80627, 'war_news_fwd_4h': 70977.55373}",0.9999999999999946,0
2026-04-12 20:00:00+00:00,71335.43,0.0030000000000000677,11449.673039891539,0.0030000000000000677,0.0,2.0,71335.43,43.0,0.0018665636979103054,310.0944441224163,214.0062900000048,0.6901326162281106,0.0030000000000000677,,71335.43,"{'eth_beta_pair_1d': 71442.433145, 'war_news_fwd_4h': 71228.426855}",1.0000000000000164,0
2026-04-12 21:00:00+00:00,71364.02,0.0029999999999999354,11458.852538760408,0.0029999999999999354,0.0,2.0,71364.02,44.0,0.0018878071102683748,308.5869838279584,214.0920599999954,0.6937818871821072,0.0029999999999999354,,71364.02,"{'eth_beta_pair_1d': 71471.06603, 'war_news_fwd_4h': 71256.97397}",0.9999999999999559,0
2026-04-12 22:00:00+00:00,70912.73,0.003000000000000052,11314.384371119415,0.003000000000000052,0.0,2.0,70912.73,45.0,0.0035772639008950146,348.11434212596146,212.73819000000367,0.6111158440091693,0.003000000000000052,,70912.73,"{'eth_beta_pair_1d': 71019.099095, 'war_news_fwd_4h': 70806.360905}",1.0000000000000389,0
2026-04-12 23:00:00+00:00,70740.98000000001,0.0029999999999998916,11259.64406556009,0.0029999999999998916,2.0570700643908029e-16,2.0,70740.98,46.0,0.003636189438962695,347.6111748312494,212.22293999999238,0.6105181748055646,0.0029999999999998916,,70740.98000000001,"{'eth_beta_pair_1d': 70847.09147, 'war_news_fwd_4h': 70634.86853}",0.9999999999999465,0
2026-04-13 00:00:00+00:00,71172.62,0.0030000000000001015,11397.469134745668,0.0030000000000001015,0.0,2.0,71172.62,47.0,0.004883825754176821,369.01966234330314,213.5178600000072,0.5786083555660759,0.0030000000000001015,,71172.62,"{'eth_beta_pair_1d': 71279.37893, 'war_news_fwd_4h': 71065.86107}",1.00000000000007,0
2026-04-13 01:00:00+00:00,71197.64,0.0029999999999999367,11405.483868531119,0.0029999999999999367,0.0,2.0,71197.64,0.0,,,213.5929199999955,,0.0029999999999999367,,71197.64,"{'eth_beta_pair_1d': 71304.43646, 'war_news_fwd_4h': 71090.84354}",,1
2026-04-13 02:00:00+00:00,71073.14000000001,0.0029999999999999146,11365.630266283459,0.0029999999999999146,2.0474563567005552e-16,2.0,71073.14,1.0,,,213.219419999994,,0.0029999999999999146,,71073.14000000001,"{'eth_beta_pair_1d': 71179.74971, 'war_news_fwd_4h': 70966.53029000001}",0.9999999999999927,1
2026-04-13 03:00:00+00:00,70976.0,0.0029999999999999983,11334.583295999988,0.0029999999999999983,0.0,2.0,70976.0,2.0,,,212.92799999999988,,0.0029999999999999983,,70976.0,"{'eth_beta_pair_1d': 71082.464, 'war_news_fwd_4h': 70869.53600000001}",1.000000000000028,1
2026-04-13 04:00:00+00:00,70890.3,0.0029999999999999623,11307.227926702219,0.0029999999999999623,0.0,2.0,70890.3,3.0,,,212.67089999999735,,0.0029999999999999623,,70890.3,"{'eth_beta_pair_1d': 70996.63545, 'war_news_fwd_4h': 70783.96455}",0.999999999999988,1
2026-04-13 05:00:00+00:00,70878.82,0.0029999999999999185,11303.566030332291,0.0029999999999999185,0.0,2.0,70878.82,4.0,,,212.63645999999426,,0.0029999999999999185,,70878.82,"{'eth_beta_pair_1d': 70985.13823000001, 'war_news_fwd_4h': 70772.50177000002}",0.9999999999999853,1
2026-04-13 06:00:00+00:00,71017.66,0.002999999999999903,11347.893071719365,0.002999999999999903,0.0,2.0,71017.66,5.0,0.00149757481476987,,213.0529799999931,,0.002999999999999903,,71017.66,"{'eth_beta_pair_1d': 71124.18649000001, 'war_news_fwd_4h': 70911.13351000001}",0.9999999999999948,1
2026-04-13 07:00:00+00:00,70813.88,0.0030000000000000642,11282.862601472883,0.0030000000000000642,0.0,2.0,70813.88,6.0,0.0017862741834444185,,212.44164000000455,,0.0030000000000000642,,70813.88,"{'eth_beta_pair_1d': 70920.10082, 'war_news_fwd_4h': 70707.65918}",1.0000000000000537,1
2026-04-13 08:00:00+00:00,70680.70000000001,0.0030000000000000846,11240.46304310314,0.0030000000000000846,2.0588244355767345e-16,2.0,70680.7,7.0,0.001845914447964564,,212.04210000000603,,0.0030000000000000846,,70680.70000000001,"{'eth_beta_pair_1d': 70786.72105000001, 'war_news_fwd_4h': 70574.67895}",1.0000000000000069,1
